title,year,id_jp,url_allo,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
watchmen les gardiens,2009,fdc24e47c1d09354aab10fa453645fa3,https://www.allocine.fr/film/fichefilm_gen_cfilm=57769.html,zack snyder,etatsunis,9780,comicbook,68152,377235,329087,2,754785,537,3.7,3.9,"[""Jackie Earle Haley"", ""Patrick Wilson"", ""Malin Åkerman"", ""Matthew Goode""]",100000000,"[""anglais""]",-1,0
charlie et ses droles de dames,2000,fded89489bb40116b026f03d974ad126,https://www.allocine.fr/film/fichefilm_gen_cfilm=27119.html,mcg,etatsunis,5880,aventure action,91501,711821,616152,1,1937717,656,3.4,2.2,"[""Cameron Diaz"", ""Lucy Liu"", ""Drew Barrymore"", ""Bill Murray""]",92000000,"[""chinois"", ""anglais"", ""francais"", ""allemand"", ""japonais"", ""autre"", ""espagnol""]",99933,0
les gardiens de la galaxie 3,2023,NULL,NULL,james gunn,etatsunis,9000,comicbook,159499,1323124,1017381,1,3436824,611,NULL,NULL,NULL,NULL,NULL,NULL,NULL
frantz,2016,feb6175bb8b2a4a36f6ff62617d847cd,https://www.allocine.fr/film/fichefilm_gen_cfilm=240836.html,francois ozon,france,6780,drame,27411,161533,130247,2,637625,210,3.7,4.1,"[""Pierre Niney"", ""Paula Beer"", ""Ernst Stötzner"", ""Marie Gruber""]",-1,"[""francais"", ""allemand""]",143650,2
casino royale 2006,2006,NULL,NULL,martin campbell,etatsunis,8280,aventure action,160637,1260348,1100089,1,3182602,743,NULL,NULL,NULL,NULL,NULL,NULL,NULL
target 2012,2012,NULL,NULL,mcg,etatsunis,5820,aventure action,37814,186074,155187,4,350817,406,NULL,NULL,NULL,NULL,NULL,NULL,NULL
incassable,2000,025a8179ce3411ca502b0ef7f4131b37,https://www.allocine.fr/film/fichefilm_gen_cfilm=27792.html,m night shyamalan,etatsunis,6360,comicbook,292010,1357836,1082082,1,3450178,548,3.4,3.7,"[""Bruce Willis"", ""Samuel L. Jackson"", ""Robin Wright"", ""Spencer Treat Clark""]",75000000,"[""anglais""]",100927,0
little buddha,1993,034512bbba7df9868e853e86f335c207,https://www.allocine.fr/film/fichefilm_gen_cfilm=8832.html,bernardo bertolucci,etatsunis,8100,drame,-1,308659,-1,2,1359483,190,-1,3.1,"[""Keanu Reeves"", ""Ruocheng Ying"", ""Bridget Fonda"", ""Chris Isaak""]",-1,"[""anglais"", ""allemand""]",-1,0
les chroniques de riddick,2004,03b7e2a57044734ee6b3b2682e7e41ec,https://www.allocine.fr/film/fichefilm_gen_cfilm=41134.html,david twohy,etatsunis,7140,science fiction,68209,334301,255190,2,712642,397,2.9,3,"[""Vin Diesel"", ""Thandiwe Newton"", ""Karl Urban"", ""Colm Feore""]",110000000,"[""anglais""]",110720,0
the ryan initiative,2014,04ca63c26052ae932bb7bfb7287df7e9,https://www.allocine.fr/film/fichefilm_gen_cfilm=193312.html,kenneth branagh,etatsunis,6000,thriller,38937,258323,215252,3,452685,397,3.1,2.8,"[""Chris Pine"", ""Kevin Costner"", ""Keira Knightley"", ""Kenneth Branagh""]",60000000,"[""anglais""]",138506,0
ce que le jour doit a la nuit,2012,NULL,NULL,alexandre arcady,france,9540,drame,13646,105783,78767,7,290978,242,NULL,NULL,NULL,NULL,NULL,NULL,NULL
samba,2014,NULL,NULL,nakache toledano,france,7140,comedie,138292,900042,627216,1,3110070,693,NULL,NULL,NULL,NULL,NULL,NULL,NULL
palais royal,2005,06ae8022e34f37c21ac20759e8c72a4b,https://www.allocine.fr/film/fichefilm_gen_cfilm=57961.html,valerie lemercier,france,6000,comedie,115702,953105,801175,1,2762386,513,3.9,1.9,"[""Valérie Lemercier"", ""Lambert Wilson"", ""Catherine Deneuve"", ""Michel Aumont""]",14000000,"[""francais""]",110613,0
adaptation,2003,NULL,NULL,spike jonze,etatsunis,6960,comedie,-1,44194,-1,13,93818,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
les egares,2003,098197069948d88839519e8e3c142312,https://www.allocine.fr/film/fichefilm_gen_cfilm=44473.html,andre techine,france,5700,comedie,29559,182181,-1,5,457325,253,3.5,2.9,"[""Emmanuelle Béart"", ""Gaspard Ulliel"", ""Grégoire Leprince-Ringuet"", ""Clémence Meyer""]",5330000,"[""francais""]",105746,0
99 francs,2007,09fc7caf0a3a2327aa60a275a02faebc,https://www.allocine.fr/film/fichefilm_gen_cfilm=60627.html,jan kounen,france,6000,comedie,78900,517322,447179,1,1233503,407,3,3.2,"[""Jean Dujardin"", ""Jocelyn Quivrin"", ""Patrick Mille"", ""Vahina Giocante""]",-1,"[""francais""]",101080,5
dark city,1998,0b1351b8b0a65342968caed4b4b36694,https://www.allocine.fr/film/fichefilm_gen_cfilm=7165.html,alex proyas,etatsunis,5700,fantasy,-1,150844,-1,4,383915,162,-1,3.9,"[""William Hurt"", ""Richard O&#039;Brien"", ""Jennifer Connelly"", ""Rufus Sewell""]",27000000,"[""anglais""]",-1,0
match point,2005,0b6aa7483de7c43247313976205ddeac,https://www.allocine.fr/film/fichefilm_gen_cfilm=57866.html,woody allen,etatsunis,7440,drame,59981,523285,345975,3,1567793,297,4.4,3.9,"[""Jonathan Rhys-Meyers"", ""Scarlett Johansson"", ""Emily Mortimer"", ""Matthew Goode""]",15000000,"[""anglais""]",113974,0
cloud atlas,2012,NULL,NULL,wachowski brothers,etatsunis,9840,science fiction,16893,202952,142406,7,439470,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL
armageddon,1998,0be15f36bdcabe034fd87462e23fd442,https://www.allocine.fr/film/fichefilm_gen_cfilm=17947.html,michael bay,etatsunis,9000,science fiction,270669,1217814,938122,1,4618327,635,-1,3.4,"[""Bruce Willis"", ""Billy Bob Thornton"", ""Ben Affleck"", ""Liv Tyler""]",140000000,"[""anglais""]",94959,0
debarquement immediat,2016,NULL,NULL,phlippe de chauveron,france,5400,comedie,46355,199812,162241,5,393119,526,NULL,NULL,NULL,NULL,NULL,NULL,NULL
valley of love,2015,0d891801452ac9c94d89ec91388c1a2e,https://www.allocine.fr/film/fichefilm_gen_cfilm=229340.html,guillaume nicloux,france,5520,drame,12127,79429,60548,8,196727,191,3.4,3.3,"[""Isabelle Huppert"", ""Gérard Depardieu"", ""Dan Warner"", ""Dionne Houle""]",-1,"[""anglais"", ""francais""]",140204,1
superman returns,2006,0de009f9171f2e3639c03e51e0dcf9e3,https://www.allocine.fr/film/fichefilm_gen_cfilm=47356.html,bryan singer,etatsunis,9240,comicbook,146007,640412,534205,1,1495213,818,2.9,2.5,"[""Brandon Routh"", ""Kate Bosworth"", ""Kevin Spacey"", ""James Marsden""]",270000000,"[""anglais""]",115721,5
babylon ad,2008,0ea33f48a1cbda6037640439847c81c1,https://www.allocine.fr/film/fichefilm_gen_cfilm=50127.html,mathieu kassovitz,france,6060,science fiction,81363,408410,324458,2,909438,530,2,2,"[""Vin Diesel"", ""Mélanie Thierry"", ""Michelle Yeoh"", ""Lambert Wilson""]",60000000,"[""anglais""]",-1,0
detroit,2017,0ebf398a75c8dcbc5e0df7ade6ddd736,https://www.allocine.fr/film/fichefilm_gen_cfilm=244774.html,kathryn bigelow,etatsunis,8580,drame,15992,106423,86396,8,328219,254,4,4.1,"[""John Boyega"", ""Will Poulter"", ""Algee Smith"", ""Jacob Latimore""]",-1,"[""anglais""]",147540,0
munich,2005,0f46cceac44e7ee2b7727ae9dc7a28ce,https://www.allocine.fr/film/fichefilm_gen_cfilm=57432.html,steven spielberg,etatsunis,9840,thriller,56988,425873,357123,1,1039340,446,3.8,3.7,"[""Eric Bana"", ""Daniel Craig"", ""Ciarán Hinds"", ""Mathieu Kassovitz""]",75000000,"[""anglais""]",-1,0
taistoi,2003,NULL,NULL,francis veber,france,5100,comedie,87383,900106,680465,1,3139195,605,NULL,NULL,NULL,NULL,NULL,NULL,NULL
labas mon pays,2000,0fcb035e662a3bf0088541948946d5d3,https://www.allocine.fr/film/fichefilm_gen_cfilm=23672.html,alexandre arcady,france,6840,drame,24700,147742,-1,9,297528,-1,2.9,2.8,"[""Antoine de Caunes"", ""Nozha Khouadra"", ""Samy Naceri"", ""Mathilda May""]",-1,"[""francais""]",97521,0
punchdrunk love,2002,100b656942509b6a95ee1ad869a7cea4,https://www.allocine.fr/film/fichefilm_gen_cfilm=32282.html,paul thomas anderson,etatsunis,5820,comedie,14934,117685,-1,6,325993,146,4,3.3,"[""Adam Sandler"", ""Emily Watson"", ""Philip Seymour Hoffman"", ""Luis Guzmán""]",25000000,"[""anglais""]",106050,1
mandibules,2021,NULL,NULL,quentin dupieux,france,4620,comedie,22140,130505,95242,5,235824,382,NULL,NULL,NULL,NULL,NULL,NULL,NULL
escrocs mais pas trop,2000,11742f2369e548c71fe8bd83fa1847e6,https://www.allocine.fr/film/fichefilm_gen_cfilm=27389.html,woody allen,etatsunis,5700,comedie,50153,369372,303181,2,1038868,405,3.4,3.2,"[""Isaac Mizrahi"", ""Kristine Nielsen"", ""Larry Pine"", ""John Doumanian""]",-1,"[""anglais""]",101074,0
bon retablissement,2014,NULL,NULL,jean becker,france,4860,comedie,31125,212122,169361,1,537563,375,NULL,NULL,NULL,NULL,NULL,NULL,NULL
pirates des caraibes jusquau bout du monde,2007,1332cefd8cf842f8d584e8770c74f7ed,https://www.allocine.fr/film/fichefilm_gen_cfilm=57139.html,gore verbinski,etatsunis,10080,aventure action,426256,2709377,2114524,1,5763630,783,3.1,3.7,"[""Johnny Depp"", ""Orlando Bloom"", ""Keira Knightley"", ""Geoffrey Rush""]",300000000,"[""anglais""]",117897,7
laurence anyways,2012,1370ab1d24b9602dc6543ca907bedc22,https://www.allocine.fr/film/fichefilm_gen_cfilm=186111.html,xavier dolan,canada,9540,drame,4152,30726,24207,18,104872,53,3.5,4.2,"[""Melvil Poupaud"", ""Suzanne Clément"", ""Nathalie Baye"", ""Monia Chokri""]",-1,"[""francais""]",129183,4
avril enchante,1992,NULL,NULL,mike newell,grandebretagne,5700,drame,-1,30149,-1,7,249598,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ils vivent la nuit,2017,NULL,NULL,ben affleck,etatsunis,7680,thriller,16077,141441,116778,7,241014,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL
lavion,2005,1594c944e489207652ab088221a42d6d,https://www.allocine.fr/film/fichefilm_gen_cfilm=57729.html,cedric kahn,france,6000,drame,12604,73667,-1,6,150540,230,3,2,"[""Roméo Botzaris"", ""Isabelle Carré"", ""Vincent Lindon"", ""Nicolas Briançon""]",10000000,"[""francais""]",-1,0
the card counter,2021,1605ce59d9ae65f9a87a8ac347a38c8c,https://www.allocine.fr/film/fichefilm_gen_cfilm=278524.html,paul schrader,etatsunis,6540,thriller,5657,29051,22789,19,80284,89,4.2,3.5,"[""Oscar Isaac"", ""Tiffany Haddish"", ""Tye Sheridan"", ""Willem Dafoe""]",-1,"[""anglais""]",-1,0
ma saison preferee,1993,160cfb86b843ec65e5ba1e4976837e9c,https://www.allocine.fr/film/fichefilm_gen_cfilm=7804.html,andre techine,france,7500,drame,-1,156591,-1,2,1010748,199,-1,3.7,"[""Catherine Deneuve"", ""Daniel Auteuil"", ""Marthe Villalonga"", ""Jean-Pierre Bouvier""]",-1,"[""francais""]",80126,0
world war z,2013,NULL,NULL,marc foster,etatsunis,6960,aventure action,458814,1209900,1013257,1,2444735,707,NULL,NULL,NULL,NULL,NULL,NULL,NULL
good kill,2015,NULL,NULL,andrew niccol,etatsunis,6120,drame,6784,56489,43337,15,92088,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL
coffee and cigarettes,2004,NULL,NULL,jim jarmusch,etatsunis,5760,drame,7942,61364,44998,12,192497,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL
curs,2006,NULL,NULL,alain resnais,france,7500,drame,28837,223082,182376,5,539490,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL
erin brockovich,2000,18854ac2619c9dfc80529c2242878234,https://www.allocine.fr/film/fichefilm_gen_cfilm=23980.html,steven soderbergh,etatsunis,7860,drame,74983,668065,-1,1,2570294,571,4.1,3.9,"[""Julia Roberts"", ""Albert Finney"", ""Aaron Eckhart"", ""Marg Helgenberger""]",51000000,"[""anglais""]",99465,3
les indestructibles,2004,19c43a327c2a3d7667296c732f500a3d,https://www.allocine.fr/film/fichefilm_gen_cfilm=53096.html,brad bird,etatsunis,6900,animation,194713,1349086,1224220,1,5496405,960,4.6,4,[],92000000,"[""anglais""]",111222,2
prisoners,2013,19f2b707af346c93a11413ec56f986d0,https://www.allocine.fr/film/fichefilm_gen_cfilm=180887.html,denis villeneuve,etatsunis,8760,thriller,40127,354954,291398,3,1155295,258,3.8,4.3,"[""Hugh Jackman"", ""Jake Gyllenhaal"", ""Viola Davis"", ""Maria Bello""]",46000000,"[""anglais""]",137951,0
les poupees russes,2005,NULL,NULL,cedric klapisch,france,7500,comedie,150996,662329,553897,1,2894803,550,NULL,NULL,NULL,NULL,NULL,NULL,NULL
asterix et obelix mission cleopatre rep 2023,2023,NULL,NULL,alain chabat,france,6420,comedie,47637,183334,146572,5,407898,405,NULL,NULL,NULL,NULL,NULL,NULL,NULL
rush hour 2,2001,1abc962e85072b89d813f0dfe233b705,https://www.allocine.fr/film/fichefilm_gen_cfilm=28795.html,brett ratner,etatsunis,5400,comedie,184880,825350,654421,2,1710151,564,3.2,2.8,"[""Jackie Chan"", ""Chris Tucker"", ""John Lone"", ""Roselyn Sanchez""]",90000000,"[""anglais"", ""mandarin""]",103301,0
personne nest parfaite,1999,1bbb172e08fc92ab77f127d6dfb74571,https://www.allocine.fr/film/fichefilm_gen_cfilm=22898.html,joel schumacher,etatsunis,6720,drame,-1,124457,-1,9,158558,200,2.5,2.5,"[""Robert De Niro"", ""Philip Seymour Hoffman"", ""Barry Miller"", ""Chris Bauer""]",20000000,"[""anglais""]",97162,0
le retour du heros,2018,1bd7a615e649c757621521d8a90f549b,https://www.allocine.fr/film/fichefilm_gen_cfilm=256184.html,laurent tirard,france,5400,comedie,53347,372856,289307,6,816197,489,3.4,3.5,"[""Jean Dujardin"", ""Mélanie Laurent"", ""Noémie Merlant"", ""Féodor Atkine""]",-1,"[""francais""]",146542,0
kate et leopold,2001,NULL,NULL,james mangold,etatsunis,7440,romance,-1,63743,-1,12,90578,148,NULL,NULL,NULL,NULL,NULL,NULL,NULL
le plaisir et ses petits tracas,1998,NULL,NULL,nicolas boukhrief,france,6060,comedie dramatique,-1,30190,-1,9,52144,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL
naked,1993,1c426683e9e9afc8b556be34d0996d3b,https://www.allocine.fr/film/fichefilm_gen_cfilm=8373.html,mike leigh,grandebretagne,7560,drame,-1,32743,-1,8,178644,30,-1,3.8,"[""David Thewlis"", ""Lesley Sharp"", ""Claire Skinner"", ""Katrin Cartlidge""]",-1,"[""anglais""]",-1,0
the yards,2000,1d36c2731d81962f77538901d634315d,https://www.allocine.fr/film/fichefilm_gen_cfilm=25444.html,james gray,etatsunis,6900,drame,-1,176484,-1,10,393149,220,4.1,3.9,"[""Mark Wahlberg"", ""Joaquin Phoenix"", ""Charlize Theron"", ""James Caan""]",20000000,"[""anglais"", ""espagnol""]",100818,0
mon meilleur ami,2006,1dadc5927165572f9b6738cfd263637c,https://www.allocine.fr/film/fichefilm_gen_cfilm=37967.html,patrice leconte,france,5640,comedie,24137,230325,153946,4,1067616,404,3,2.4,"[""Daniel Auteuil"", ""Dany Boon"", ""Julie Gayet"", ""Julie Durand""]",-1,"[""francais""]",109138,1
la guerre des etoiles special edition,1997,NULL,NULL,george lucas,etatsunis,7260,fantasy,-1,513896,-1,1,1795614,404,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la mauvaise education,2004,NULL,NULL,pedro almodovar,espagne,6600,drame,55552,314808,262783,3,1086731,297,NULL,NULL,NULL,NULL,NULL,NULL,NULL
collateral,2004,1f60161977f868e9e9696318261d5a20,https://www.allocine.fr/film/fichefilm_gen_cfilm=53042.html,michael mann,etatsunis,7200,thriller,96844,592916,506013,1,1451877,499,4.4,3.9,"[""Tom Cruise"", ""Jamie Foxx"", ""Jada Pinkett Smith"", ""Bruce McGill""]",60000000,"[""anglais""]",111288,1
vera drake,2004,1f8b36440821c15b0fb3621d9128f43c,https://www.allocine.fr/film/fichefilm_gen_cfilm=57418.html,mike leigh,grandebretagne,7500,drame,7760,70071,-1,14,190276,100,4,3.3,"[""Imelda Staunton"", ""Phil Davis"", ""Eddie Marsan"", ""Richard Graham""]",-1,"[""anglais""]",111362,5
merci pour le chocolat,2000,205eeb850f90a2f59ed7269c9bb7fa79,https://www.allocine.fr/film/fichefilm_gen_cfilm=26119.html,claude chabrol,france,5940,drame,26583,275423,208485,2,912499,262,4.1,2.9,"[""Isabelle Huppert"", ""Jacques Dutronc"", ""Anna Mouglalis"", ""Brigitte Catillon""]",596000000,"[""francais""]",99295,0
eden a louest,2009,NULL,NULL,costagavras,france,6600,drame,9392,66019,52501,19,111810,124,NULL,NULL,NULL,NULL,NULL,NULL,NULL
le roman de gare,2007,NULL,NULL,claude lelouch,france,6300,thriller,21462,151204,118802,5,340584,276,NULL,NULL,NULL,NULL,NULL,NULL,NULL
lost in translation,2003,21f6da4704f26f3c2cd13d8eda05d309,https://www.allocine.fr/film/fichefilm_gen_cfilm=47395.html,sofia coppola,etatsunis,6120,comedie,24246,227258,185127,4,1384220,130,4.5,3.9,"[""Bill Murray"", ""Scarlett Johansson"", ""Giovanni Ribisi"", ""Anna Faris""]",4000000,"[""anglais"", ""francais"", ""allemand"", ""japonais""]",109407,8
sweeney todd le diabolique barbier de fleet street,2007,22097405233f94e4472c0f50a097bc1c,https://www.allocine.fr/film/fichefilm_gen_cfilm=53640.html,tim burton,etatsunis,6960,musical,95670,507434,452499,1,1047271,365,3.7,3.6,"[""Johnny Depp"", ""Helena Bonham Carter"", ""Alan Rickman"", ""Timothy Spall""]",65000000,"[""anglais""]",119447,6
la guerre des miss,2009,NULL,NULL,patrice leconte,france,5280,comedie,12851,113372,97758,10,170086,366,NULL,NULL,NULL,NULL,NULL,NULL,NULL
kika,1993,NULL,NULL,pedro almodovar,espagne,6840,comedie,-1,189354,-1,3,606697,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL
france boutique,2003,NULL,NULL,tonie marshall,france,5700,comedie,36925,222611,-1,5,437489,286,NULL,NULL,NULL,NULL,NULL,NULL,NULL
allies,2016,24097a4aa7ae995254025330b8e023f5,https://www.allocine.fr/film/fichefilm_gen_cfilm=228094.html,robert zemeckis,etatsunis,6060,thriller,66919,463630,375873,2,988625,519,2.8,3.5,"[""Brad Pitt"", ""Marion Cotillard"", ""Jared Harris"", ""Lizzy Caplan""]",-1,"[""anglais""]",145260,0
larry flynt,1997,NULL,NULL,milos forman,etatsunis,7800,drame,-1,189860,-1,7,498828,151,NULL,NULL,NULL,NULL,NULL,NULL,NULL
spectre,2015,243c0af3041f21cca886a47c6f60ab62,https://www.allocine.fr/film/fichefilm_gen_cfilm=206892.html,sam mendes,grandebretagne,9000,aventure action,850297,2203549,1977848,1,4982985,902,3,3.6,"[""Daniel Craig"", ""Christoph Waltz"", ""Léa Seydoux"", ""Ralph Fiennes""]",245000000,"[""anglais""]",142645,0
le dahlia noir,2006,24d4fe92d79f85eae786327fa63949db,https://www.allocine.fr/film/fichefilm_gen_cfilm=54771.html,brian de palma,etatsunis,7200,thriller,29705,231815,198874,3,409697,299,2.9,2.5,"[""Josh Hartnett"", ""Scarlett Johansson"", ""Hilary Swank"", ""Aaron Eckhart""]",50000000,"[""anglais"", ""allemand""]",115494,1
cliffhanger,1993,2562426e92ce1a55c5be33ef07625961,https://www.allocine.fr/film/fichefilm_gen_cfilm=8385.html,renny harlin,etatsunis,6720,aventure action,-1,748898,-1,2,2653464,382,-1,2.9,"[""Sylvester Stallone"", ""Michael Rooker"", ""John Lithgow"", ""Janine Turner""]",65000000,"[""anglais""]",-1,0
le cousin,1997,NULL,NULL,alain corneau,france,6720,thriller,-1,224237,-1,4,856606,410,NULL,NULL,NULL,NULL,NULL,NULL,NULL
revelations,1999,263232c0fa6ce012c35b802cefb3c3c0,https://www.allocine.fr/film/fichefilm_gen_cfilm=22767.html,michael mann,etatsunis,9480,thriller,-1,196830,-1,4,398951,216,4,3.9,"[""Al Pacino"", ""Russell Crowe"", ""Christopher Plummer"", ""Diane Venora""]",68000000,"[""anglais""]",99199,0
confessions dun homme dangereux,2003,NULL,NULL,george clooney,etatsunis,6780,thriller,10144,87945,-1,8,340143,209,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la part des anges,2012,272341ef113a94698f0ab31bee71e3d5,https://www.allocine.fr/film/fichefilm_gen_cfilm=193360.html,ken loach,grandebretagne,5820,comedie dramatique,36251,171832,132839,6,753926,182,3.5,3.9,"[""Paul Brannigan"", ""John Henshaw"", ""Gary Maitland"", ""William Ruane""]",-1,"[""anglais""]",129616,1
toutes nos envies,2011,NULL,NULL,philippe lioret,france,7200,drame,27396,170745,142925,7,354752,247,NULL,NULL,NULL,NULL,NULL,NULL,NULL
nos annees folles,2017,27a072c13a0a48d16a0459c8a93bf9b6,https://www.allocine.fr/film/fichefilm_gen_cfilm=246155.html,andre techine,france,6180,drame,9227,66095,52067,10,141112,168,3.2,2.6,"[""Pierre Deladonchamps"", ""Céline Sallette"", ""Grégoire Leprince-Ringuet"", ""Michel Fau""]",-1,"[""francais""]",132931,0
monsters 2010,2010,NULL,NULL,gareth edwards,grandebretagne,5640,science fiction,5813,45565,38340,13,64134,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ete 85,2020,2919b1c5549271ca516d0a87dadb8aa8,https://www.allocine.fr/film/fichefilm_gen_cfilm=274837.html,francois ozon,france,6000,comedie dramatique,32249,137684,80482,4,364030,510,3.9,3.7,"[""Félix Lefebvre"", ""Benjamin Voisin"", ""Philippine Velge"", ""Valeria Bruni Tedeschi""]",-1,"[""anglais"", ""francais""]",151092,5
sully,2016,2986992d5546ba35da59047626e81df4,https://www.allocine.fr/film/fichefilm_gen_cfilm=238330.html,clint eastwood,etatsunis,5760,drame,75069,505048,417997,3,1178535,480,3.8,4.1,"[""Tom Hanks"", ""Aaron Eckhart"", ""Laura Linney"", ""Anna Gunn""]",60000000,"[""anglais""]",145278,0
les jolies choses,2001,NULL,NULL,gilles paquetbrenner,france,6300,drame,18916,117099,98153,9,202027,148,NULL,NULL,NULL,NULL,NULL,NULL,NULL
insomnia,2002,2a3c615c92c237983f0cc29ce3ef7e83,https://www.allocine.fr/film/fichefilm_gen_cfilm=32704.html,christopher nolan,etatsunis,6960,aventure action,40216,401107,302317,1,950791,417,4,3.6,"[""Al Pacino"", ""Robin Williams"", ""Hilary Swank"", ""Martin Donavan""]",46000000,"[""anglais""]",106545,0
the lost city of z,2017,NULL,NULL,james gray,etatsunis,8460,aventure action,12632,150045,106459,10,389651,162,NULL,NULL,NULL,NULL,NULL,NULL,NULL
microbe et gasoil,2015,2ae03650e321cb39466f14202ac419a2,https://www.allocine.fr/film/fichefilm_gen_cfilm=228727.html,michel gondry,france,6180,comedie,9761,42712,30976,12,96325,150,4,3.6,"[""Ange Dargent"", ""Théophile Baquet"", ""Audrey Tautou"", ""Laurent Poitrenaux""]",-1,"[""francais""]",-1,0
une vie 2016,2016,NULL,NULL,stephane brize,france,7140,drame,9488,47558,36846,15,109478,146,NULL,NULL,NULL,NULL,NULL,NULL,NULL
fin aout debut septembre,1999,NULL,NULL,olivier assayas,france,6720,comedie,-1,65035,-1,13,197269,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
les disparues,2003,NULL,NULL,ron howard,etatsunis,8220,western,-1,71975,-1,10,87529,177,NULL,NULL,NULL,NULL,NULL,NULL,NULL
